b:tnow in s;m:u in p.u.
9.167100;0.945821
9.168100;0.945824
9.169100;0.945827
9.170100;0.945830
9.171100;0.945834
9.172100;0.945837
9.173100;0.945840
9.174100;0.945843
9.175100;0.945846
9.176100;0.945849
9.177100;0.945852
9.178100;0.945855
9.179100;0.945859
9.180100;0.945862
9.181100;0.945865
9.182100;0.945868
9.183100;0.945871
9.184100;0.945874
9.185100;0.945877
9.186100;0.945880
9.187100;0.945883
9.188100;0.945886
9.189100;0.945889
9.190100;0.945892
9.191100;0.945895
9.192100;0.945898
9.193100;0.945901
9.194100;0.945904
9.195100;0.945907
9.196100;0.945910
9.197100;0.945913
9.198100;0.945916
9.199100;0.945919
9.200100;0.945922
9.201100;0.945924
9.202100;0.945927
9.203100;0.945930
9.204100;0.945935
9.205100;0.945939
9.206100;0.945941
9.207100;0.945944
9.208100;0.945946
9.209100;0.945948
9.210100;0.945951
9.211100;0.945954
9.212100;0.945956
9.213100;0.945959
9.214100;0.945962
9.215100;0.945964
9.216100;0.945967
9.217100;0.945970
9.218100;0.945973
9.219100;0.945975
9.220100;0.945978
9.221100;0.945981
9.222100;0.945983
9.223100;0.945986
9.224100;0.945989
9.225100;0.945991
9.226100;0.945994
9.227100;0.945996
9.228100;0.945999
9.229100;0.946001
9.230100;0.946004
9.231100;0.946006
9.232100;0.946009
9.233100;0.946011
9.234100;0.946014
9.235100;0.946016
9.236100;0.946019
9.237100;0.946021
9.238100;0.946024
9.239100;0.946026
9.240100;0.946029
9.241100;0.946031
9.242100;0.946033
9.243100;0.946036
9.244100;0.946038
9.245100;0.946041
9.246100;0.946043
9.247100;0.946045
9.248100;0.946048
9.249100;0.946050
9.250100;0.946052
9.251100;0.946055
9.252100;0.946057
9.253100;0.946059
9.254100;0.946061
9.255100;0.946064
9.256100;0.946066
9.257100;0.946068
9.258100;0.946070
9.259100;0.946072
9.260100;0.946075
9.261100;0.946077
9.262100;0.946079
9.263100;0.946081
9.264100;0.946083
9.265100;0.946085
9.266100;0.946087
9.267100;0.946089
9.268100;0.946093
9.269100;0.946098
9.270100;0.946102
9.271100;0.946105
9.272100;0.946107
9.273100;0.946109
9.274100;0.946111
9.275100;0.946114
9.276100;0.946116
9.277100;0.946118
9.278100;0.946120
9.279100;0.946122
9.280100;0.946124
9.281100;0.946126
9.282100;0.946128
9.283100;0.946131
9.284100;0.946133
9.285100;0.946135
9.286100;0.946137
9.287100;0.946139
9.288100;0.946141
9.289100;0.946143
9.290100;0.946145
9.291100;0.946145
9.292100;0.946146
9.293100;0.946147
9.294100;0.946148
9.295100;0.946149
9.296100;0.946151
9.297100;0.946152
9.298100;0.946153
9.299100;0.946155
9.300100;0.946156
9.301100;0.946158
9.302100;0.946159
9.303100;0.946160
9.304100;0.946162
9.305100;0.946163
9.306100;0.946164
9.307100;0.946166
9.308100;0.946167
9.309100;0.946169
9.310100;0.946170
9.311100;0.946171
9.312100;0.946173
9.313100;0.946174
9.314100;0.946175
9.315100;0.946177
9.316100;0.946178
9.317100;0.946180
9.318100;0.946181
9.319100;0.946182
9.320100;0.946184
9.321100;0.946185
9.322100;0.946186
9.323100;0.946188
9.324100;0.946189
9.325100;0.946190
9.326100;0.946192
9.327100;0.946193
9.328100;0.946194
9.329100;0.946196
9.330100;0.946197
9.331100;0.946198
9.332100;0.946199
9.333100;0.946201
9.334100;0.946202
9.335100;0.946203
9.336100;0.946204
9.337100;0.946206
9.338100;0.946207
9.339100;0.946208
9.340100;0.946209
9.341100;0.946210
9.342100;0.946211
9.343100;0.946212
9.344100;0.946214
9.345100;0.946215
9.346100;0.946216
9.347100;0.946217
9.348100;0.946218
9.349100;0.946219
9.350100;0.946220
9.351100;0.946221
9.352100;0.946222
9.353100;0.946223
9.354100;0.946224
9.355100;0.946225
9.356100;0.946226
9.357100;0.946227
9.358100;0.946228
9.359100;0.946228
9.360100;0.946229
9.361100;0.946230
9.362100;0.946233
9.363100;0.946234
9.364100;0.946234
9.365100;0.946235
9.366100;0.946236
9.367100;0.946236
9.368100;0.946237
9.369100;0.946238
9.370100;0.946238
9.371100;0.946239
9.372100;0.946240
9.373100;0.946241
9.374100;0.946242
9.375100;0.946242
9.376100;0.946243
9.377100;0.946244
9.378100;0.946244
9.379100;0.946245
9.380100;0.946246
9.381100;0.946247
9.382100;0.946247
9.383100;0.946248
9.384100;0.946249
9.385100;0.946249
9.386100;0.946250
9.387100;0.946250
9.388100;0.946251
9.389100;0.946252
9.390100;0.946252
9.391100;0.946253
9.392100;0.946254
9.393100;0.946254
9.394100;0.946255
9.395100;0.946255
9.396100;0.946256
9.397100;0.946257
9.398100;0.946257
9.399100;0.946258
9.400100;0.946258
9.401100;0.946259
9.402100;0.946259
9.403100;0.946260
9.404100;0.946260
9.405100;0.946261
9.406100;0.946262
9.407100;0.946262
9.408100;0.946263
9.409100;0.946263
9.410100;0.946264
9.411100;0.946264
9.412100;0.946265
9.413100;0.946265
9.414100;0.946266
9.415100;0.946266
9.416100;0.946267
9.417100;0.946267
9.418100;0.946268
9.419100;0.946268
9.420100;0.946268
9.421100;0.946269
9.422100;0.946269
9.423100;0.946270
9.424100;0.946270
9.425100;0.946271
9.426100;0.946271
9.427100;0.946272
9.428100;0.946272
9.429100;0.946272
9.430100;0.946273
9.431100;0.946273
9.432100;0.946274
9.433100;0.946274
9.434100;0.946274
9.435100;0.946275
9.436100;0.946275
9.437100;0.946276
9.438100;0.946276
9.439100;0.946276
9.440100;0.946277
9.441100;0.946277
9.442100;0.946278
9.443100;0.946278
9.444100;0.946278
9.445100;0.946279
9.446100;0.946279
9.447100;0.946280
9.448100;0.946280
9.449100;0.946280
9.450100;0.946281
9.451100;0.946281
9.452100;0.946281
9.453100;0.946282
9.454100;0.946282
9.455100;0.946283
9.456100;0.946283
9.457100;0.946283
9.458100;0.946284
9.459100;0.946284
9.460100;0.946284
9.461100;0.946285
9.462100;0.946285
9.463100;0.946285
9.464100;0.946286
9.465100;0.946286
9.466100;0.946287
9.467100;0.946287
9.468100;0.946287
9.469100;0.946288
9.470100;0.946289
9.471100;0.946289
9.472100;0.946290
9.473100;0.946290
9.474100;0.946290
9.475100;0.946290
9.476100;0.946290
9.477100;0.946291
9.478100;0.946291
9.479100;0.946292
9.480100;0.946292
9.481100;0.946292
9.482100;0.946293
9.483100;0.946293
9.484100;0.946294
9.485100;0.946294
9.486100;0.946294
9.487100;0.946295
9.488100;0.946295
9.489100;0.946295
9.490100;0.946296
9.491100;0.946296
9.492100;0.946297
9.493100;0.946297
9.494100;0.946297
9.495100;0.946298
9.496100;0.946298
9.497100;0.946299
9.498100;0.946299
9.499100;0.946300
9.500100;0.946300
9.501100;0.946300
9.502100;0.946301
9.503100;0.946301
9.504100;0.946302
9.505100;0.946302
9.506100;0.946302
9.507100;0.946303
9.508100;0.946303
9.509100;0.946304
9.510100;0.946304
9.511100;0.946305
9.512100;0.946305
9.513100;0.946306
9.514100;0.946306
9.515100;0.946307
9.516100;0.946307
9.517100;0.946308
9.518100;0.946308
9.519100;0.946309
9.520100;0.946309
9.521100;0.946309
9.522100;0.946310
9.523100;0.946311
9.524100;0.946311
9.525100;0.946311
9.526100;0.946312
9.527100;0.946313
9.528100;0.946313
9.529100;0.946314
9.530100;0.946314
9.531100;0.946315
9.532100;0.946315
9.533100;0.946316
9.534100;0.946316
9.535100;0.946317
9.536100;0.946317
9.537100;0.946318
9.538100;0.946318
9.539100;0.946319
9.540100;0.946319
9.541100;0.946320
9.542100;0.946321
9.543100;0.946321
9.544100;0.946322
9.545100;0.946322
9.546100;0.946323
9.547100;0.946324
9.548100;0.946324
9.549100;0.946325
9.550100;0.946325
9.551100;0.946326
9.552100;0.946326
9.553100;0.946327
9.554100;0.946328
9.555100;0.946328
9.556100;0.946329
9.557100;0.946330
9.558100;0.946330
9.559100;0.946331
9.560100;0.946331
9.561100;0.946332
9.562100;0.946333
9.563100;0.946333
9.564100;0.946334
9.565100;0.946335
9.566100;0.946335
9.567100;0.946336
9.568100;0.946337
9.569100;0.946337
9.570100;0.946338
9.571100;0.946339
9.572100;0.946339
9.573100;0.946340
9.574100;0.946341
9.575100;0.946341
9.576100;0.946342
9.577100;0.946343
9.578100;0.946343
9.579100;0.946344
9.580100;0.946345
9.581100;0.946345
9.582100;0.946346
9.583100;0.946347
9.584100;0.946348
9.585100;0.946348
9.586100;0.946349
9.587100;0.946350
9.588100;0.946350
9.589100;0.946351
9.590100;0.946352
9.591100;0.946352
9.592100;0.946353
9.593100;0.946354
9.594100;0.946354
9.595100;0.946355
9.596100;0.946356
9.597100;0.946357
9.598100;0.946357
9.599100;0.946358
9.600100;0.946359
9.601100;0.946359
9.602100;0.946360
9.603100;0.946361
9.604100;0.946362
9.605100;0.946362
9.606100;0.946363
9.607100;0.946364
9.608100;0.946365
9.609100;0.946365
9.610100;0.946366
9.611100;0.946367
9.612100;0.946367
9.613100;0.946368
9.614100;0.946369
9.615100;0.946369
9.616100;0.946370
9.617100;0.946371
9.618100;0.946372
9.619100;0.946372
9.620100;0.946373
9.621100;0.946374
9.622100;0.946374
9.623100;0.946375
9.624100;0.946376
9.625100;0.946376
9.626100;0.946377
9.627100;0.946378
9.628100;0.946378
9.629100;0.946379
9.630100;0.946380
9.631100;0.946380
9.632100;0.946381
9.633100;0.946382
9.634100;0.946382
9.635100;0.946383
9.636100;0.946384
9.637100;0.946384
9.638100;0.946385
9.639100;0.946386
9.640100;0.946386
9.641100;0.946387
9.642100;0.946387
9.643100;0.946388
9.644100;0.946389
9.645100;0.946389
9.646100;0.946390
9.647100;0.946390
9.648100;0.946391
9.649100;0.946391
9.650100;0.946392
9.651100;0.946393
9.652100;0.946393
9.653100;0.946394
9.654100;0.946394
9.655100;0.946395
9.656100;0.946395
9.657100;0.946396
9.658100;0.946396
9.659100;0.946397
9.660100;0.946397
9.661100;0.946398
9.662100;0.946398
9.663100;0.946398
9.664100;0.946399
9.665100;0.946399
9.666100;0.946400
9.667100;0.946400
9.668100;0.946401
9.669100;0.946401
9.670100;0.946401
9.671100;0.946402
9.672100;0.946402
9.673100;0.946402
9.674100;0.946403
9.675100;0.946403
9.676100;0.946403
9.677100;0.946404
9.678100;0.946404
9.679100;0.946404
9.680100;0.946404
9.681100;0.946405
9.682100;0.946405
9.683100;0.946405
9.684100;0.946405
9.685100;0.946405
9.686100;0.946406
9.687100;0.946406
9.688100;0.946406
9.689100;0.946406
9.690100;0.946406
9.691100;0.946406
9.692100;0.946406
9.693100;0.946406
9.694100;0.946406
9.695100;0.946406
9.696100;0.946406
9.697100;0.946406
9.698100;0.946406
9.699100;0.946406
9.700100;0.946406
9.701100;0.946406
9.702100;0.946406
9.703100;0.946406
9.704100;0.946406
9.705100;0.946406
9.706100;0.946406
9.707100;0.946405
9.708100;0.946405
9.709100;0.946405
9.710100;0.946405
9.711100;0.946404
9.712100;0.946404
9.713100;0.946404
9.714100;0.946404
9.715100;0.946403
9.716100;0.946403
9.717100;0.946402
9.718100;0.946402
9.719100;0.946402
9.720100;0.946401
9.721100;0.946401
9.722100;0.946400
9.723100;0.946400
9.724100;0.946399
9.725100;0.946399
9.726100;0.946398
9.727100;0.946397
9.728100;0.946397
9.729100;0.946396
9.730100;0.946395
9.731100;0.946395
9.732100;0.946394
9.733100;0.946393
9.734100;0.946392
9.735100;0.946392
9.736100;0.946391
9.737100;0.946390
9.738100;0.946389
9.739100;0.946388
9.740100;0.946387
9.741100;0.946386
9.742100;0.946385
9.743100;0.946384
9.744100;0.946383
9.745100;0.946382
9.746100;0.946381
9.747100;0.946380
9.748100;0.946379
9.749100;0.946378
9.750100;0.946377
9.751100;0.946375
9.752100;0.946374
9.753100;0.946373
9.754100;0.946372
9.755100;0.946370
9.756100;0.946369
9.757100;0.946367
9.758100;0.946366
9.759100;0.946365
9.760100;0.946363
9.761100;0.946362
9.762100;0.946360
9.763100;0.946358
9.764100;0.946357
9.765100;0.946355
9.766100;0.946354
9.767100;0.946352
9.768100;0.946350
9.769100;0.946348
9.770100;0.946347
9.771100;0.946345
9.772100;0.946343
9.773100;0.946341
9.774100;0.946339
9.775100;0.946337
9.776100;0.946335
9.777100;0.946333
9.778100;0.946331
9.779100;0.946329
9.780100;0.946327
9.781100;0.946325
9.782100;0.946323
9.783100;0.946320
9.784100;0.946318
9.785100;0.946316
9.786100;0.946314
9.787100;0.946311
9.788100;0.946309
9.789100;0.946307
9.790100;0.946304
9.791100;0.946302
9.792100;0.946299
9.793100;0.946297
9.794100;0.946294
9.795100;0.946291
9.796100;0.946289
9.797100;0.946286
9.798100;0.946283
9.799100;0.946281
9.800100;0.946278
9.801100;0.946275
9.802100;0.946272
9.803100;0.946269
9.804100;0.946266
9.805100;0.946263
9.806100;0.946260
9.807100;0.946257
9.808100;0.946254
9.809100;0.946251
9.810100;0.946248
9.811100;0.946245
9.812100;0.946242
9.813100;0.946238
9.814100;0.946235
9.815100;0.946232
9.816100;0.946229
9.817100;0.946225
9.818100;0.946222
9.819100;0.946218
9.820100;0.946215
9.821100;0.946211
9.822100;0.946208
9.823100;0.946204
9.824100;0.946200
9.825100;0.946197
9.826100;0.946193
9.827100;0.946189
9.828100;0.946186
9.829100;0.946182
9.830100;0.946178
9.831100;0.946174
9.832100;0.946170
9.833100;0.946166
9.834100;0.946162
9.835100;0.946158
9.836100;0.946154
9.837100;0.946150
9.838100;0.946146
9.839100;0.946141
9.840100;0.946137
9.841100;0.946133
9.842100;0.946129
9.843100;0.946124
9.844100;0.946120
9.845100;0.946116
9.846100;0.946111
9.847100;0.946107
9.848100;0.946102
9.849100;0.946098
9.850100;0.946093
9.851100;0.946088
9.852100;0.946084
9.853100;0.946079
9.854100;0.946074
9.855100;0.946069
9.856100;0.946065
9.857100;0.946060
9.858100;0.946055
9.859100;0.946050
9.860100;0.946045
9.861100;0.946040
9.862100;0.946035
9.863100;0.946030
9.864100;0.946025
9.865100;0.946020
9.866100;0.946015
9.867100;0.946009
9.868100;0.946004
9.869100;0.945999
9.870100;0.945994
9.871100;0.945988
9.872100;0.945983
9.873100;0.945977
9.874100;0.945972
9.875100;0.945966
9.876100;0.945961
9.877100;0.945955
9.878100;0.945950
9.879100;0.945944
9.880100;0.945939
9.881100;0.945933
9.882100;0.945927
9.883100;0.945921
9.884100;0.945916
9.885100;0.945910
9.886100;0.945904
9.887100;0.945898
9.888100;0.945892
9.889100;0.945886
9.890100;0.945880
9.891100;0.945874
9.892100;0.945868
9.893100;0.945862
9.894100;0.945856
9.895100;0.945850
9.896100;0.945844
9.897100;0.945837
9.898100;0.945831
9.899100;0.945825
9.900100;0.945818
9.901100;0.945812
9.902100;0.945806
9.903100;0.945799
9.904100;0.945793
9.905100;0.945786
9.906100;0.945780
9.907100;0.945773
9.908100;0.945767
9.909100;0.945760
9.910100;0.945754
9.911100;0.945747
9.912100;0.945740
9.913100;0.945734
9.914100;0.945727
9.915100;0.945720
9.916100;0.945713
9.917100;0.945706
9.918100;0.945700
9.919100;0.945693
9.920100;0.945686
9.921100;0.945679
9.922100;0.945672
9.923100;0.945665
9.924100;0.945658
9.925100;0.945651
9.926100;0.945644
9.927100;0.945636
9.928100;0.945629
9.929100;0.945622
9.930100;0.945615
9.931100;0.945608
9.932100;0.945600
9.933100;0.945593
9.934100;0.945586
9.935100;0.945579
9.936100;0.945571
9.937100;0.945564
9.938100;0.945556
9.939100;0.945549
9.940100;0.945542
9.941100;0.945534
9.942100;0.945527
9.943100;0.945519
9.944100;0.945512
9.945100;0.945504
9.946100;0.945496
9.947100;0.945485
9.948100;0.945474
9.949100;0.945469
9.950100;0.945461
9.951100;0.945457
9.952100;0.945451
9.953100;0.945441
9.954100;0.945433
9.955100;0.945426
9.956100;0.945418
9.957100;0.945410
9.958100;0.945403
9.959100;0.945394
9.960100;0.945387
9.961100;0.945379
9.962100;0.945371
9.963100;0.945363
9.964100;0.945355
9.965100;0.945347
9.966100;0.945339
9.967100;0.945331
9.968100;0.945324
9.969100;0.945316
9.970100;0.945308
9.971100;0.945300
9.972100;0.945292
9.973100;0.945283
9.974100;0.945275
9.975100;0.945267
9.976100;0.945259
9.977100;0.945251
9.978100;0.945243
9.979100;0.945235
9.980100;0.945227
9.981100;0.945218
9.982100;0.945210
9.983100;0.945202
9.984100;0.945194
9.985100;0.945185
9.986100;0.945177
9.987100;0.945169
9.988100;0.945161
9.989100;0.945152
9.990100;0.945144
9.991100;0.945136
9.992100;0.945127
9.993100;0.945119
9.994100;0.945111
9.995100;0.945102
9.996100;0.945094
9.997100;0.945086
9.998100;0.945077
9.999100;0.945069
10.000100;0.945060
10.001100;0.945052
10.002100;0.945043
10.003100;0.945035
10.004100;0.945027
10.005100;0.945018
10.006100;0.945010
10.007100;0.945001
10.008100;0.944993
10.009100;0.944984
10.010100;0.944976
10.011100;0.944967
10.012100;0.944959
10.013100;0.944951
10.014100;0.944942
10.015100;0.944934
10.016100;0.944925
10.017100;0.944917
10.018100;0.944908
10.019100;0.944900
10.020100;0.944891
10.021100;0.944883
10.022100;0.944874
10.023100;0.944866
10.024100;0.944857
10.025100;0.944849
10.026100;0.944840
10.027100;0.944832
10.028100;0.944823
10.029100;0.944815
10.030100;0.944806
10.031100;0.944794
10.032100;0.944782
10.033100;0.944776
10.034100;0.944768
10.035100;0.944763
10.036100;0.944756
10.037100;0.944745
10.038100;0.944736
10.039100;0.944729
10.040100;0.944720
10.041100;0.944712
10.042100;0.944703
10.043100;0.944694
10.044100;0.944686
10.045100;0.944678
10.046100;0.944669
10.047100;0.944661
10.048100;0.944652
10.049100;0.944644
10.050100;0.944636
10.051100;0.944627
10.052100;0.944619
10.053100;0.944611
10.054100;0.944602
10.055100;0.944594
10.056100;0.944585
10.057100;0.944577
10.058100;0.944569
10.059100;0.944560
10.060100;0.944552
10.061100;0.944544
10.062100;0.944535
10.063100;0.944527
10.064100;0.944519
10.065100;0.944510
10.066100;0.944502
10.067100;0.944494
10.068100;0.944486
10.069100;0.944477
10.070100;0.944469
10.071100;0.944461
10.072100;0.944453
10.073100;0.944444
10.074100;0.944436
10.075100;0.944428
10.076100;0.944420
10.077100;0.944411
10.078100;0.944403
10.079100;0.944395
10.080100;0.944387
10.081100;0.944379
10.082100;0.944371
10.083100;0.944363
10.084100;0.944354
10.085100;0.944346
10.086100;0.944338
10.087100;0.944330
10.088100;0.944322
10.089100;0.944314
10.090100;0.944306
10.091100;0.944298
10.092100;0.944290
10.093100;0.944282
10.094100;0.944274
10.095100;0.944266
10.096100;0.944259
10.097100;0.944251
10.098100;0.944243
10.099100;0.944235
10.100100;0.944227
10.101100;0.944219
10.102100;0.944211
10.103100;0.944204
10.104100;0.944196
10.105100;0.944188
10.106100;0.944180
10.107100;0.944173
10.108100;0.944162
10.109100;0.944151
10.110100;0.944146
10.111100;0.944138
10.112100;0.944134
10.113100;0.944127
10.114100;0.944117
10.115100;0.944110
10.116100;0.944103
10.117100;0.944095
10.118100;0.944088
10.119100;0.944081
10.120100;0.944073
10.121100;0.944065
10.122100;0.944058
10.123100;0.944051
10.124100;0.944043
10.125100;0.944036
10.126100;0.944028
10.127100;0.944021
10.128100;0.944014
10.129100;0.944007
10.130100;0.944000
